project_id,freelancer_id,client_id,category,budget_usd,status,start_date,deadline,duration_days,bids_received,remote,project_complexity
PR000577,FL00288,CL00793,SEO,3893,completed,2023-07-06,2023-08-11,,17,True,low
PR000578,FL00308,CL00620,Marketing,1584,completed,,2021-08-03,6,16,Yes,high
PR000579,FL00072,CL00812,Writing,,in_progress,2022-01-14,2022-02-20,71,42,0,low
PR000580,FL00466,CL00662,SEO,3216,cancelled,2022-10-06,2023-01-21,138,26,false,high
PR000581,FL00138,CL00963,DevOps,2530,cancelled,2024-02-27,2024-06-22,77,15,No,low
PR000582,FL00242,CL00419,Web Development,2481,completed,2020-11-21,2021-03-06,153,,True,high
PR000583,FL00164,CL00475,Web Development,361,cancelled,2020-12-24,2021-03-09,12,28,No,Medium
PR000584,,CL00576,Marketing,2929,disputed,2023-07-11,2023-10-13,,,true,medium
PR000585,FL00108,CL00701,Marketing,630,completed,2022-08-08,2022-10-30,26,15,True,High
PR000586,FL00086,CL00692,Video,3874,completed,2020-11-01,2021-01-17,174,18,False,High
PR000587,FL00221,CL00489,Web Development,762,cancelled,2021-04-20,,107,11,False,low
PR000588,FL00127,CL00488,SEO,882,completed,2020-06-26,2020-09-26,,16,No,low
PR000589,FL00302,CL00442,AI/ML,3572,cancelled,2021-04-24,2021-05-11,80,45,true,Medium
PR000590,FL00361,CL00235,Video,918,completed,2024-04-06,2024-05-10,167,9,false,low
PR000591,FL00024,CL00371,Data Science,2045,completed,2021-05-19,,74,12,false,high
PR000592,FL00224,CL00681,AI/ML,792,completed,2023-11-05,2024-02-03,173,38,0,Low
PR000593,FL00110,CL00055,Data Science,3600,completed,2023-11-04,2024-01-28,83,43,No,Low
PR000594,FL00184,CL00355,Data Science,3796,in_progress,2020-01-03,2020-03-06,,41,false,medium
PR000595,FL00314,CL00609,Web Development,2636,disputed,,TBD,53,43,0,High
PR000596,FL00275,CL00910,Data Science,3573,cancelled,2022-10-31,2022-11-19,97,34,true,Low
PR000597,FL00275,CL00202,DevOps,2033,completed,2020-03-05,2020-06-18,3,36,False,high
PR000598,FL00246,CL00314,Design,203,in_progress,2024-03-14,2024-05-25,13,0,Yes,Medium
PR000599,FL00187,CL00470,,4467,cancelled,2021-10-18,2021-11-07,93,23,No,Medium
PR000600,FL00177,CL00081,Marketing,1041,cancelled,2021-01-16,2021-03-22,109,22,true,high
PR000601,FL00425,CL00507,Video,3709,cancelled,2021-03-24,2021-04-03,36,41,1,high
PR000602,FL00036,CL00745,Writing,3302,in_progress,2020-12-26,2021-03-06,172,11,false,Low
PR000603,FL00273,CL00398,Video,3505,completed,2022-09-08,2022-09-18,,17,No,high
PR000604,FL00329,CL00999,Design,1959,disputed,2020-06-10,2020-09-22,15,38,False,Low
PR000605,FL00026,CL00175,Video,1289,,2020-07-11,2020-07-28,103,30,No,medium
PR000606,FL00405,CL00640,DevOps,4823,in_progress,2021-08-06,2021-10-26,86,22,False,medium
PR000607,FL00340,CL00821,Mobile App,177,in_progress,2020-06-06,2020-08-15,153,23,No,Medium
PR000608,FL00386,CL00936,Video,4988,completed,2023-05-31,2023-07-29,,33,true,
PR000609,FL00391,CL00357,Design,206,in_progress,2020-06-06,2020-08-06,62,39,0,High
PR000610,FL00387,CL00366,Web Development,561,completed,2022-09-02,2022-12-04,175,37,False,Medium
PR000611,FL00143,CL00351,Design,1362,completed,2021-10-21,2022-02-04,66,26,False,high
PR000612,FL00362,CL00586,Design,405,completed,2023-11-26,2024-02-10,56,38,No,medium
PR000613,FL00339,CL00314,Marketing,477,disputed,2023-04-17,2023-06-17,155,44,No,high
PR000614,FL00097,CL00899,Marketing,861,in_progress,2022-03-31,2022-06-11,58,0,true,High
PR000615,FL00088,CL00811,Data Science,2314,completed,2023-11-10,2024-02-03,4,34,1,High
PR000616,,CL00710,DevOps,2317,COMPLETED,2023-10-02,2024-01-02,24,32,False,High
PR000617,FL00141,CL00198,Web Development,4818,completed,2020-07-30,2020-09-14,84,43,True,medium
PR000618,FL00092,CL00328,Video,678,completed,2023-08-09,2023-09-10,98,42,Yes,medium
PR000619,FL00086,CL00096,AI/ML,1998,cancelled,,2022-03-14,79,41,true,
PR000620,FL00218,CL00308,Data Science,1638,completed,2022-04-19,2022-05-20,98,39,True,medium
PR000621,FL00414,CL00393,Marketing,1539,completed,2021-05-25,,89,35,0,medium
PR000622,FL00472,CL00620,SEO,167,completed,2023-03-11,2023-05-11,118,35,True,Low
PR000623,FL00409,CL00282,AI/ML,1217,cancelled,2022-11-07,2023-01-11,157,,False,low
PR000624,FL00438,CL00637,Web Development,,cancelled,2020-04-15,2020-05-02,115,25,0,low
PR000625,FL00167,CL00021,Web Development,727,cancelled,2024-01-30,2024-04-10,95,40,0,Low
PR000626,FL00475,CL00878,Writing,236,disputed,2021-11-17,2022-03-04,46,27,true,High
PR000627,FL00064,CL00247,Writing,1165,completed,2020-04-24,2020-08-19,19,15,1,medium
PR000628,FL00384,CL00360,Video,524,disputed,2022-02-28,2022-04-01,86,39,True,High
PR000629,FL00258,CL00487,Marketing,4111,in_progress,2021-12-18,2022-03-02,73,38,Yes,high
PR000630,FL00126,CL00451,Design,689,disputed,2020-11-04,2020-12-06,78,22,Yes,Medium
PR000631,FL00456,CL00522,Data Science,3314,in_progress,2023-01-07,2023-02-23,96,43,false,High
PR000632,FL00365,CL00260,Marketing,3001,completed,2022-07-02,2022-10-12,68,1,No,low
PR000633,FL00042,CL00773,Writing,2973,completed,2021-09-02,2021-09-20,72,26,0,high
PR000634,FL00124,CL00673,Writing,2913,completed,2022-12-11,2023-03-30,162,42,True,High
PR000635,FL00438,CL00599,AI/ML,674,completed,2024-02-15,2024-03-24,103,5,False,high
PR000636,FL00258,CL00748,Design,3768,completed,2022-04-02,,119,26,Yes,medium
PR000637,FL00363,CL00615,AI/ML,245488$,disputed,2020-09-29,,47,11,1,Low
PR000638,FL00430,CL00057,SEO,4482,in_progress,2020-12-23,2021-01-18,142,5,0,Medium
PR000639,FL00154,CL00106,,121,completed,2021-11-01,2022-01-24,92,34,Yes,low
PR000640,FL00444,CL00079,SEO,882,completed,2020-07-03,2020-08-05,137,22,0,high
PR000641,FL00061,CL00829,SEO,2785,completed,2023-06-29,2023-10-17,85,33,False,low
PR000642,FL00389,CL00546,AI/ML,4507,completed,2020-07-17,2020-10-07,67,12,true,High
PR000643,FL00053,CL00782,AI/ML,4804,in_progress,2024-03-04,2024-06-26,24,18,False,Medium
PR000644,,CL00061,Marketing,542,completed,2021-10-18,2021-11-22,105,35,0,High
PR000645,FL00380,CL00760,Video,2602,completed,2021-09-13,2021-10-05,107,5,False,Low
PR000646,,CL00917,Video,3217,disputed,2023-06-15,2023-07-03,104,26,true,Medium
PR000647,FL00325,CL00634,SEO,3394,completed,2023-08-24,2023-12-09,,36,0,low
PR000648,FL00068,CL00048,DevOps,502,disputed,2021-02-16,2021-03-15,143,7,0,Low
PR000649,FL00096,CL00936,Web Development,,disputed,,2020-05-24,,22,No,High
PR000650,,CL00892,Video,2894,completed,2024-01-10,,100,22,true,Medium
PR000651,FL00252,CL00436,DevOps,4281,in_progress,2024-01-30,2024-05-28,33,8,True,Low
PR000652,FL00410,CL00682,Design,174,,2022-09-14,2023-01-05,66,33,0,high
PR000653,FL00087,CL00471,AI/ML,701,cancelled,2023-12-27,2024-04-08,105,40,0,high
PR000654,FL00337,CL00835,Video,4659,completed,2022-11-11,2023-02-23,170,34,true,medium
PR000655,FL00368,CL00215,DevOps,1007,cancelled,2021-03-23,2021-04-18,105,,Yes,High
PR000656,FL00283,CL00589,Design,2302,disputed,2021-07-28,2021-10-16,85,10,No,High
PR000657,FL00235,CL00396,Writing,627,disputed,2023-07-26,2023-09-08,159,16,1,medium
PR000658,FL00404,CL00627,Marketing,3034,,2022-06-11,2022-07-27,130,3,Yes,Medium
PR000659,FL00044,CL00288,Marketing,1371,completed,2021-07-29,2021-08-23,161,16,True,Low
PR000660,FL00448,CL00567,,2349,completed,2021-02-21,2021-03-25,125,22,1,low
PR000661,FL00177,CL00877,Design,3319,completed,2023-06-13,2023-10-11,102,19,False,Low
PR000662,FL00079,CL00700,DevOps,2959,in_progress,2022-06-29,2022-10-08,167,13,True,high
PR000663,FL00175,CL00223,Marketing,831,completed,2022-03-02,2022-04-01,6,21,False,medium
PR000664,FL00234,CL00307,SEO,661,completed,2023-03-18,2023-06-19,134,15,0,high
PR000665,FL00140,CL00038,SEO,2971,in_progress,2024-05-16,2024-07-02,111,42,0,low
PR000666,FL00090,CL00056,Data Science,4869,completed,2024-04-21,2024-07-15,14,7,0,high
PR000667,FL00233,CL00676,Design,2253,completed,2023-09-20,2023-10-06,58,41,No,High
PR000668,FL00274,CL00156,Marketing,3164,in_progress,2021-03-14,2021-06-08,89,38,No,High
PR000669,FL00051,CL00121,Video,1372,cancelled,2024-05-02,,5,16,No,high
PR000670,FL00131,CL00128,SEO,4107,disputed,2023-11-21,2023-12-29,,,Yes,
PR000671,FL00236,CL00768,,355,disputed,2020-03-21,2020-07-03,136,43,true,Low
PR000672,FL00187,CL00600,AI/ML,2036,disputed,2023-01-30,2023-05-15,92,38,No,Low
PR000673,FL00069,CL00840,DevOps,,completed,2021-03-13,2021-04-18,163,39,Yes,high
PR000674,FL00161,CL00065,SEO,4751,in_progress,2022-06-23,2022-10-06,117,14,Yes,High
PR000675,FL00079,CL00686,Video,4307,completed,2021-12-02,2022-01-01,134,37,true,high
PR000676,FL00101,CL00946,Data Science,1463,completed,2020-11-21,2021-03-11,101,20,1,high
PR000677,FL00194,CL00294,Marketing,1581,completed,2023-11-06,2024-02-25,55,28,True,high
PR000678,FL00030,CL00858,Design,4522,completed,2023-11-14,2024-02-04,98,,False,High
PR000679,FL00125,CL00174,Design,,COMPLETED,2020-07-18,2020-08-08,,,Yes,high
PR000680,FL00223,CL00383,,2043,in_progress,2022-02-11,2022-03-08,73,33,True,high
PR000681,FL00257,CL00166,Video,1921,completed,2021-04-08,2021-08-06,,45,false,medium
PR000682,FL00199,CL00499,Writing,4762,completed,2023-03-02,2023-06-09,32,23,False,Medium
PR000683,FL00279,CL00984,Data Science,3905,completed,2022-08-04,2022-09-15,103,8,Yes,medium
PR000684,FL00388,CL00011,Web Development,4278,in_progress,2022-01-21,2022-05-09,50,39,True,low
PR000685,FL00123,CL00223,Marketing,4032,completed,2021-11-23,2022-01-01,39,15,0,High
PR000686,FL00326,CL00777,AI/ML,4738,cancelled,2020-01-25,2020-02-29,129,3,1,Low
PR000687,FL00466,CL00780,Video,98875,in_progress,2021-06-02,2021-08-17,104,42,True,Low
PR000688,FL00115,CL00863,Writing,4909,disputed,2022-07-20,2022-10-21,116,31,1,High
PR000689,FL00001,CL00450,Writing,4469,completed,,2023-05-31,,38,0,medium
PR000690,FL00154,CL00590,SEO,1061,completed,2020-08-08,2020-08-21,117,24,false,High
PR000691,FL00138,CL00702,Web Development,4851,COMPLETED,2023-05-31,2023-08-10,167,26,true,low
PR000692,FL00244,CL00480,Web Development,3727,in_progress,2022-07-23,2022-09-24,114,5,No,Medium
PR000693,FL00064,CL00417,Data Science,3536,completed,2021-01-18,2021-04-19,37,37,1,High
PR000694,FL00404,CL00697,Video,325,in_progress,2023-03-05,2023-04-14,154,8,false,low
PR000695,FL00025,CL00345,Web Development,2270,completed,2022-12-23,2023-04-22,3,23,1,Medium
PR000696,FL00004,CL00374,Marketing,3737$,in_progress,2024-04-05,2024-05-20,8,2,true,Medium
PR000697,FL00455,CL00574,Mobile App,380,completed,2023-06-26,2023-10-02,124,33,False,High
PR000698,FL00413,CL00938,Writing,3448,completed,2023-03-26,2023-07-15,,20,True,Medium
PR000699,FL00160,CL00721,Marketing,1329$,completed,2020-10-28,2021-01-30,128,42,False,Low
PR000700,,CL00101,Video,3921,completed,2023-08-24,2023-12-03,15,21,false,
PR000701,FL00496,CL00408,Marketing,4142,completed,2021-05-02,2021-08-05,35,4,0,medium
PR000702,FL00318,CL00509,SEO,241355,completed,2024-01-19,2024-02-08,144,22,false,high
PR000703,FL00290,CL00489,SEO,2300,cancelled,2023-08-18,2023-12-11,32,13,No,Low
PR000704,FL00085,CL00114,Web Development,3922,completed,2022-07-30,2022-09-13,34,5,false,high
PR000705,FL00154,CL00662,AI/ML,3948,disputed,2022-07-09,2022-08-15,88,39,No,Medium
PR000706,FL00444,CL00315,Video,1003,completed,2022-04-11,2022-07-23,70,,1,Medium
PR000707,FL00298,CL00616,Video,350,disputed,2020-04-12,2020-06-30,178,8,true,Low
PR000708,FL00401,CL00645,AI/ML,4977,completed,2024-01-10,2024-02-20,47,4,0,low
PR000709,FL00404,CL00817,Web Development,638,cancelled,2021-06-28,2021-07-21,164,41,Yes,high
PR000710,FL00356,CL00809,SEO,775,completed,2021-05-25,,52,,True,high
PR000711,FL00029,CL00320,Video,3813,in_progress,2020-05-18,2020-09-12,73,15,No,medium
PR000712,FL00362,CL00202,Web Development,3728,completed,2021-07-02,2021-09-20,47,44,No,medium
PR000713,,CL00493,SEO,4285,completed,2021-03-29,2021-05-06,46,30,True,high
PR000714,FL00192,CL00046,Design,3857,completed,2020-04-22,TBD,23,22,No,Low
PR000715,FL00490,CL00838,Writing,528,completed,2020-11-07,2020-12-03,23,14,True,low
PR000716,FL00039,CL00761,AI/ML,2143,disputed,2021-12-08,2021-12-17,86,20,False,low
PR000717,,CL00803,Data Science,1176,completed,2022-04-18,2022-05-26,111,,True,low
PR000718,FL00038,CL00395,Marketing,1360,completed,2021-10-05,2021-12-28,,32,True,
PR000719,FL00470,CL00222,Writing,3520,disputed,2020-07-15,TBD,101,24,False,low
PR000720,FL00243,CL00954,DevOps,825,cancelled,2023-11-03,2023-12-25,42,11,True,low
PR000721,FL00366,CL00685,SEO,114,disputed,2023-07-31,TBD,133,45,false,Low
PR000722,FL00310,CL00381,SEO,4363,cancelled,2023-04-11,2023-07-07,68,27,Yes,low
PR000723,FL00445,CL00442,DevOps,4125,completed,2020-06-21,2020-08-21,13,41,true,Low
PR000724,FL00069,CL00246,Marketing,2935,in_progress,2021-11-09,2022-02-21,28,10,False,High
PR000725,FL00247,CL00977,Data Science,104261,COMPLETED,2021-06-21,,10,37,false,medium
PR000726,FL00206,CL00402,SEO,4277,in_progress,2020-10-03,,21,20,1,medium
PR000727,FL00010,CL00660,SEO,2377,completed,2022-06-15,2022-09-02,156,10,true,low
PR000728,FL00324,CL00919,Video,1459$,completed,2021-05-26,2021-06-06,169,36,1,Low
PR000729,FL00436,CL00442,Data Science,4252,completed,2021-11-20,2021-12-05,125,2,Yes,Medium
PR000730,FL00168,CL00016,Data Science,2745,cancelled,2021-07-31,2021-09-14,63,15,1,
PR000731,FL00483,CL00696,Mobile App,1000,cancelled,2020-03-05,2020-06-09,99,16,False,medium
PR000732,FL00382,CL00971,Mobile App,4852,cancelled,2020-09-13,2020-12-22,75,2,False,High
PR000733,FL00387,CL00972,Mobile App,1008,cancelled,2023-07-21,2023-08-10,80,2,Yes,Low
PR000734,FL00141,CL00516,Web Development,,in_progress,2020-07-23,2020-09-05,122,9,No,medium
PR000735,FL00028,CL00461,SEO,323,completed,,2021-07-09,28,25,1,Low
PR000736,FL00323,CL00437,Video,680,completed,,2022-03-09,62,2,Yes,high
PR000737,FL00209,CL00022,Mobile App,1950,in_progress,2020-03-17,2020-05-12,150,37,1,medium
PR000738,FL00007,CL00005,Design,972,completed,2020-04-19,2020-06-23,51,2,False,Low
PR000739,FL00038,CL00175,SEO,3566,completed,2020-03-15,2020-04-26,59,42,1,high
PR000740,FL00209,CL00697,,1425,,2023-03-08,2023-03-28,150,24,0,Medium
PR000741,FL00368,CL00466,Mobile App,4012,disputed,2022-07-23,2022-08-29,51,35,Yes,High
PR000742,FL00125,CL00095,AI/ML,4025,disputed,2022-03-05,2022-05-21,156,2,0,High
PR000743,FL00052,CL00735,SEO,,in_progress,2023-05-29,2023-06-21,68,25,No,Low
PR000744,FL00152,CL00678,Marketing,140,completed,2023-05-12,2023-08-18,93,38,True,
PR000745,FL00474,CL00982,Data Science,539,completed,2020-04-08,2020-07-09,118,16,False,Medium
PR000746,FL00438,CL00783,Design,402628,disputed,2023-02-12,2023-04-25,144,30,false,Low
PR000747,FL00341,CL00423,Writing,4145,disputed,2022-08-12,2022-11-07,136,,false,Low
PR000748,FL00204,CL00736,Writing,3249$,completed,2023-07-30,2023-10-25,49,40,False,low
PR000749,FL00223,CL00070,Writing,177830,completed,2021-04-06,2021-07-22,103,6,false,low
PR000750,FL00310,CL00425,AI/ML,1455,completed,2021-10-03,2021-11-02,139,7,False,Low
PR000751,FL00498,CL00026,Design,3590,completed,2020-02-19,2020-05-13,164,44,No,medium
PR000752,FL00313,CL00731,Web Development,3019,cancelled,2020-07-19,2020-10-22,6,12,1,Low
PR000753,FL00004,CL00502,Data Science,2923,disputed,2023-06-22,2023-09-12,149,22,true,High
PR000754,FL00138,CL00467,,4027,disputed,2021-03-19,2021-05-15,42,35,true,Medium
PR000755,FL00408,CL00521,Web Development,3061,in_progress,2021-05-25,2021-06-05,44,2,false,Low
PR000756,FL00226,CL00003,Design,2992$,completed,2023-01-20,2023-03-12,18,45,Yes,Medium
PR000757,FL00168,CL00020,,2780,completed,2021-11-10,2021-11-28,33,11,True,Low
PR000758,FL00006,CL00542,SEO,2071,completed,2020-03-19,2020-04-14,85,36,Yes,medium
PR000759,FL00490,CL00127,DevOps,367794,completed,2022-05-01,2022-08-06,1,17,False,Low
PR000760,FL00224,CL00298,Video,,completed,2020-03-03,2020-06-05,106,10,true,High
PR000761,FL00184,CL00587,Web Development,248,disputed,2023-06-02,2023-09-20,179,10,True,High
PR000762,FL00281,CL00278,Design,3745,disputed,2021-09-14,2021-10-21,51,2,False,Low
PR000763,FL00398,CL00475,Data Science,2716,cancelled,2023-11-05,2024-01-06,,22,True,high
PR000764,FL00242,CL00183,Mobile App,3637,completed,2021-09-25,2022-01-15,,22,No,High
PR000765,FL00307,CL00607,AI/ML,823,completed,2023-10-25,2023-11-25,175,,0,medium
PR000766,FL00467,CL00796,Web Development,993,completed,2023-09-12,2023-10-10,175,8,false,Low
PR000767,FL00472,CL00858,SEO,966,disputed,2020-08-27,2020-12-07,85,3,false,Medium
PR000768,FL00249,CL00987,DevOps,2989,completed,2022-11-17,2023-01-09,148,44,True,
PR000769,FL00122,CL00305,SEO,4870,cancelled,2024-05-22,2024-08-30,12,37,true,high
PR000770,FL00198,CL00582,Marketing,2002,completed,2024-04-23,2024-06-26,157,40,True,low
PR000771,FL00361,CL00229,AI/ML,3080,cancelled,2021-10-05,2021-12-08,56,,false,Low
PR000772,FL00334,CL00703,Mobile App,3917,,2022-03-05,2022-03-24,39,45,0,
PR000773,FL00463,CL00342,Design,4915$,cancelled,2021-11-27,2021-12-20,81,29,0,Low
PR000774,FL00231,CL00494,Data Science,539,completed,2020-10-13,2020-11-05,178,2,true,
PR000775,FL00059,CL00812,SEO,1693,in_progress,2021-09-25,2021-11-04,153,40,True,low
PR000776,FL00225,CL00672,Video,1360$,completed,2020-11-02,2021-01-17,95,21,True,Medium
PR000777,FL00109,CL00822,Marketing,4193,in_progress,2022-09-24,2023-01-07,16,,true,high
PR000778,FL00126,CL00703,Video,1264,in_progress,2023-02-26,2023-03-07,111,,False,High
PR000779,FL00089,CL00469,Web Development,4884,completed,2021-06-01,2021-07-17,176,37,False,high
PR000780,FL00296,CL00026,Video,1301,completed,2020-01-06,2020-04-30,168,17,True,High
PR000781,FL00287,CL00561,Marketing,4535,cancelled,2022-06-30,,21,10,True,High
PR000782,FL00361,CL00503,Video,4848,,2020-10-08,2021-01-17,40,16,0,Medium
PR000783,FL00112,CL00268,,2152$,in_progress,2022-10-10,2022-12-26,112,39,No,Medium
PR000784,FL00080,CL00073,Video,1216,,2020-10-27,2020-12-24,,24,Yes,medium
PR000785,FL00407,CL00592,Design,3388,in_progress,2021-09-17,2021-11-23,68,43,0,high
PR000786,FL00043,CL00570,Video,794,CANCELLED,2023-05-21,2023-06-07,176,6,True,low
PR000787,FL00053,CL00999,Web Development,2436,completed,2021-08-06,2021-09-10,14,4,True,Low
PR000788,,CL00050,Mobile App,3066,completed,2024-01-27,2024-02-25,9,43,No,High
PR000789,FL00405,CL00960,AI/ML,3874,disputed,2023-11-19,2024-02-17,43,24,1,high
PR000790,FL00029,CL00452,Writing,2428,completed,2021-12-16,2022-04-01,157,28,Yes,high
PR000791,FL00402,CL00786,AI/ML,4471,completed,2024-03-02,2024-06-03,93,39,False,High
PR000792,FL00314,CL00753,Web Development,1832,completed,2022-10-27,2022-12-24,96,20,No,high
PR000793,FL00050,CL00883,Mobile App,564,disputed,2022-11-27,2023-01-20,57,4,Yes,Low
PR000794,FL00108,CL00710,Web Development,3818,disputed,2023-11-23,2023-12-25,158,31,true,Low
PR000795,FL00170,CL00496,Writing,1443,cancelled,2022-11-24,2023-03-22,175,34,1,
PR000796,FL00090,CL00259,AI/ML,3832,completed,2022-09-13,2022-12-21,70,9,true,low
PR000797,FL00483,CL00555,Video,4224,cancelled,2023-08-22,2023-11-16,61,7,true,high
PR000798,FL00355,CL00713,Design,126,disputed,2021-11-03,2022-01-26,29,17,1,High
PR000799,FL00125,CL00369,Video,2962,in_progress,2020-08-31,2020-12-29,,26,1,
PR000800,FL00162,CL00946,Design,387,completed,2023-12-18,2024-01-10,126,26,true,High
PR000801,FL00447,CL00557,Marketing,613,completed,2020-09-23,2020-12-19,20,19,0,medium
PR000802,FL00119,CL00876,Marketing,2528,completed,2022-12-06,2022-12-16,,20,1,low
PR000803,FL00366,CL00710,AI/ML,2640,completed,2023-01-04,2023-03-16,43,34,No,Low
PR000804,FL00387,CL00391,Data Science,1405,completed,2021-03-01,2021-06-27,139,21,true,medium
PR000805,FL00194,CL00232,Web Development,1325,completed,2022-11-01,2023-01-08,164,40,No,Medium
PR000806,FL00218,CL00038,Data Science,1157,in_progress,2022-10-20,2023-01-17,57,42,true,medium
PR000807,FL00474,CL00043,SEO,285,completed,2023-12-23,2024-01-19,58,28,No,
PR000808,FL00054,CL00432,Mobile App,4670,cancelled,2020-05-21,2020-07-13,98,19,1,medium
PR000809,FL00460,CL00729,Writing,3632,in_progress,2024-03-08,2024-04-13,,42,true,Medium
PR000810,FL00135,CL00033,Marketing,4956$,disputed,2021-07-25,2021-08-21,63,1,false,high
PR000811,FL00256,CL00435,Mobile App,3179,completed,,2023-02-23,94,13,false,High
PR000812,FL00011,CL00073,Data Science,3785,in_progress,2020-12-05,2021-02-15,76,31,0,medium
PR000813,FL00500,CL00397,Marketing,229622,completed,2023-08-21,2023-09-27,20,39,true,high
PR000814,FL00379,CL01000,Marketing,605,in_progress,2023-10-01,2024-01-15,77,23,1,High
PR000815,FL00412,CL00903,Design,1210,in_progress,2023-07-15,2023-09-09,175,11,False,Medium
PR000816,FL00146,CL00447,Writing,418171,COMPLETED,2023-04-08,2023-05-10,10,42,No,medium
PR000817,FL00291,CL00820,Web Development,2412,,2023-05-29,2023-07-07,30,19,false,High
PR000818,FL00364,CL00443,Marketing,1755,completed,2023-05-15,2023-08-28,30,10,false,medium
PR000819,FL00115,CL00539,Web Development,4950,completed,2023-02-21,2023-03-04,41,36,True,medium
PR000820,FL00344,CL00097,Design,3315,cancelled,2024-01-29,2024-05-19,179,30,false,high
PR000821,FL00289,CL00888,,4246,in_progress,2021-08-18,2021-08-29,152,1,False,High
PR000822,FL00244,CL00367,Video,4162,in_progress,2021-12-11,,51,41,False,Low
PR000823,FL00437,CL00627,Web Development,3700,completed,,2021-05-03,153,25,false,high
PR000824,FL00393,CL00698,Design,3878,completed,2020-02-29,2020-05-09,51,13,True,low
PR000825,FL00274,CL00897,SEO,4537,disputed,2022-12-13,2023-02-28,84,44,0,medium
PR000826,FL00381,CL00590,Writing,1022,completed,2023-06-24,2023-10-07,139,13,No,Medium
PR000827,FL00289,CL00242,Design,2070,cancelled,2020-02-04,2020-02-15,69,14,False,
PR000828,FL00117,CL00039,Mobile App,2927,completed,2023-03-23,2023-05-25,113,7,false,high
PR000829,FL00036,CL00032,Mobile App,3222,completed,2020-07-27,TBD,86,45,Yes,High
PR000830,FL00090,CL00870,Video,2121,in_progress,2022-11-03,TBD,75,43,0,High
PR000831,FL00434,CL00008,AI/ML,3460,in_progress,2020-02-28,2020-03-07,134,37,1,high
PR000832,FL00051,CL00674,SEO,1801,in_progress,,2023-01-27,8,38,Yes,high
PR000833,FL00185,CL00266,Web Development,670,completed,2022-04-23,2022-08-10,122,,Yes,Medium
PR000834,FL00476,CL00186,AI/ML,4821,completed,2023-12-24,2024-01-15,179,44,0,low
PR000835,FL00176,CL00910,Data Science,198,completed,2022-04-29,2022-08-09,82,14,False,low
PR000836,FL00283,CL00736,Design,3561,completed,2024-02-08,2024-04-20,175,18,0,low
PR000837,FL00039,CL00716,Design,2316,cancelled,2021-09-09,2021-11-26,39,34,false,low
PR000838,FL00274,CL00128,SEO,3420$,disputed,2022-10-04,2022-12-23,22,35,False,medium
PR000839,FL00492,CL00959,,4374,cancelled,2021-07-22,2021-08-07,167,6,false,Low
PR000840,FL00235,CL00502,Marketing,1512,disputed,2024-04-20,2024-06-04,62,42,1,medium
PR000841,FL00498,CL00648,SEO,562,in_progress,2023-02-21,2023-05-10,141,10,True,medium
PR000842,FL00208,CL00864,Video,1315,cancelled,2022-05-31,2022-07-23,172,6,True,Low
PR000843,FL00382,CL00458,SEO,446892,disputed,2023-04-30,2023-08-22,112,37,True,low
PR000844,FL00407,CL00159,Web Development,4317,completed,2021-07-13,2021-09-22,,30,1,High
PR000845,FL00227,CL00613,Data Science,3337,completed,2023-10-18,TBD,11,21,true,Low
PR000846,FL00500,CL00399,Data Science,1949,completed,2021-03-19,2021-04-11,9,29,1,Low
PR000847,FL00117,CL00477,Marketing,4318,completed,2020-10-27,2021-01-24,7,22,false,low
PR000848,FL00393,CL00223,Video,1811,completed,2020-10-05,2020-12-14,36,14,true,Medium
PR000849,FL00297,CL00751,Design,,completed,2024-01-09,2024-03-16,53,0,false,Medium
PR000850,FL00101,CL00409,Mobile App,4502,cancelled,2021-03-07,TBD,119,6,0,high
PR000851,FL00245,CL00303,Video,3259,cancelled,2020-02-03,2020-05-03,57,42,1,Low
PR000852,FL00366,CL00543,Data Science,3788,completed,2023-08-19,,155,38,false,high
PR000853,FL00356,CL00596,Marketing,136497,completed,2023-05-01,TBD,,27,Yes,high
PR000854,FL00019,CL00892,Video,1928,completed,2022-10-09,2022-12-08,1,21,true,low
PR000855,FL00079,CL00211,Mobile App,4736,in_progress,2021-05-10,2021-08-11,145,18,Yes,high
PR000856,FL00102,CL00757,Mobile App,4306$,in_progress,2021-03-20,2021-03-31,43,24,No,Medium
PR000857,FL00424,CL00219,Data Science,1775,COMPLETED,2022-10-31,2023-01-03,133,1,false,high
PR000858,FL00159,CL00681,Writing,3764,cancelled,2023-03-15,2023-06-10,158,38,False,low
PR000859,FL00481,CL00503,Marketing,4681,completed,2020-01-30,2020-03-13,60,35,0,Medium
PR000860,FL00294,CL00454,Web Development,3286,in_progress,2021-12-07,2021-12-25,114,16,Yes,medium
PR000861,FL00110,CL00047,DevOps,1392,disputed,2021-10-24,2021-11-07,57,14,Yes,medium
PR000862,FL00058,CL00463,Data Science,3013,in_progress,2020-03-06,,77,3,Yes,High
PR000863,FL00236,CL00437,Video,4874,completed,2023-09-07,2023-12-17,81,35,False,high
PR000864,FL00328,CL00221,Web Development,2579,completed,,2021-12-16,81,1,0,low
PR000865,FL00266,CL00363,Web Development,355,completed,2021-01-12,2021-05-08,154,36,False,Medium
PR000866,FL00321,CL00833,Marketing,236773,completed,2020-09-04,2020-11-23,20,,1,medium
PR000867,FL00306,CL00375,,4675,disputed,2024-05-19,2024-09-11,20,17,true,
