review_id,project_id,reviewer_id,rating,review_text,review_date,helpful_votes,verified_purchase
RV001371,PR000381,CL00237,5,Very professional and skilled.,2020-11-29,16,true
RV001372,PR000717,CL00494,3,Had to redo parts of the work.,2024-09-22,11,false
RV001373,PR000942,CL00418,1,Had to redo parts of the work.,2022-12-21,36,False
RV001374,PR000770,CL00545,4,Very professional and skilled.,2022-10-27,35,0
RV001375,PR000419,CL00790,5,,2023-03-06,32,False
RV001376,PR000331,CL00988,2,Communication was poor.,2022-03-10,,false
RV001377,PR000665,CL00325,1,Not as described in the proposal.,2023-10-28,18,0
RV001378,,CL00917,5,Outstanding quality and fast turnaround.,2021-11-03,2,False
RV001379,PR000143,CL00158,5,Very professional and skilled.,2024-09-08,27,0
RV001380,PR000423,CL00764,6,Delivered on time and exceeded expectations.,2023-03-01,30,False
RV001381,PR001096,CL00755,3,Had to redo parts of the work.,2023-05-23,39,True
RV001382,PR000669,CL00279,2,Communication was poor.,2020-06-06,32,1
RV001383,PR000765,CL00356,5,Delivered on time and exceeded expectations.,2022-01-15,3,True
RV001384,PR000946,CL00834,2,Quality was below expectations.,2023-06-29,21,0
RV001385,PR000658,CL00916,2,Quality was below expectations.,2022-04-20,11,False
RV001386,PR000585,CL00641,,Very professional and skilled.,2022-06-20,34,true
RV001387,PR000962,CL00453,2,Not as described in the proposal.,,28,True
RV001388,PR001114,CL00495,9,Would hire again without hesitation.,2021-06-06,2,false
RV001389,PR000348,CL00546,,Communication was poor.,2023-03-21,49,true
RV001390,PR000374,CL00020,5,Would hire again without hesitation.,2022-06-12,19,0
RV001391,PR000368,CL00731,5,Delivered on time and exceeded expectations.,2021-09-02,14,True
RV001392,PR000999,CL00426,5,Outstanding quality and fast turnaround.,2023-12-22,34,True
RV001393,PR000539,CL00197,1,Missed the deadline significantly.,2023-02-23,2,true
RV001394,PR000412,CL00458,1,Missed the deadline significantly.,2024-08-26,26,1
RV001395,PR000997,CL00200,3,Had to redo parts of the work.,2023-04-02,32,false
RV001396,PR001055,CL00108,5,Would hire again without hesitation.,2022-09-07,18,0
RV001397,PR000371,CL00301,4,Very professional and skilled.,2023-04-09,,True
RV001398,PR000701,CL00196,5,Very professional and skilled.,2024-06-17,46,False
RV001399,PR000748,CL00437,1,Missed the deadline significantly.,2024-06-26,41,false
RV001400,PR000822,CL00553,5,Very professional and skilled.,2023-08-01,37,True
RV001401,PR000522,CL00789,1,Had to redo parts of the work.,,43,true
RV001402,PR000412,CL00712,2,Not as described in the proposal.,2023-02-18,14,True
RV001403,PR000510,CL00954,3,Quality was below expectations.,2022-01-06,25,true
RV001404,PR001024,CL00022,1,Missed the deadline significantly.,,1,False
RV001405,PR000818,CL00521,1,Communication was poor.,2023-01-12,39,1
RV001406,PR000802,CL00797,2,,2023-03-10,38,False
RV001407,PR000175,CL00207,5,Would hire again without hesitation.,2021-01-25,10,True
RV001408,PR000951,CL00296,4,Delivered on time and exceeded expectations.,2021-01-25,1,0
RV001409,PR000972,CL00773,1,Had to redo parts of the work.,,14,1
RV001410,PR000544,CL00467,4,Delivered on time and exceeded expectations.,2024-08-01,8,False
RV001411,PR000654,CL00387,2,Communication was poor.,2021-12-11,1,0
RV001412,PR000714,CL00751,1,Not as described in the proposal.,2022-07-18,35,False
RV001413,PR000930,CL00542,2,Not as described in the proposal.,2024-01-18,39,false
RV001414,PR000737,CL00018,3,,2024-02-03,36,true
RV001415,PR000713,CL00243,2,Not as described in the proposal.,2022-04-21,17,false
RV001416,PR000594,CL00582,3,Missed the deadline significantly.,,2,False
RV001417,PR000976,CL00764,9,,2020-10-28,8,True
RV001418,PR000013,CL00483,9,"Great work, highly recommend!",2023-06-14,35,true
RV001419,PR000679,CL00188,5,,2022-07-26,20,true
RV001420,PR000943,CL00615,3,Had to redo parts of the work.,2022-07-24,2,True
RV001421,PR000515,CL00343,4,Outstanding quality and fast turnaround.,2021-03-18,35,1
RV001422,PR000684,CL00312,3,,2023-12-24,12,0
RV001423,PR000801,CL00219,2,Communication was poor.,2021-05-15,14,false
RV001424,PR000331,CL00804,3,Had to redo parts of the work.,2020-09-28,47,False
RV001425,PR000475,CL00421,1,Missed the deadline significantly.,2021-11-15,3,true
RV001426,PR000175,CL00507,2,,2020-10-05,44,true
RV001427,PR000444,CL00553,3,Quality was below expectations.,2024-09-11,2,false
RV001428,PR000113,CL00683,4,Would hire again without hesitation.,2022-09-06,9,False
RV001429,PR000901,CL00710,3,Communication was poor.,2023-01-14,9,false
RV001430,PR000048,CL00134,2,Communication was poor.,2021-03-27,8,False
RV001431,PR000790,CL00812,3,Not as described in the proposal.,2021-05-24,44,0
RV001431,PR000790,CL00812,3,Not as described in the proposal.,2021-05-24,44,0
RV001432,PR000456,CL00226,4,Excellent communication throughout.,2023-03-19,33,False
RV001433,PR000470,CL00209,4,Outstanding quality and fast turnaround.,2022-04-24,30,0
RV001434,PR000128,CL00365,4,Very professional and skilled.,2022-03-18,19,0
RV001435,PR000139,CL00651,,Very professional and skilled.,2023-08-12,20,True
RV001436,PR000639,CL00728,2,Had to redo parts of the work.,2023-08-05,1,True
RV001437,PR000161,CL00823,3,Communication was poor.,2024-09-29,40,1
RV001438,PR000781,CL00623,,Not as described in the proposal.,2022-07-03,8,True
RV001439,PR000382,CL00365,5,Excellent communication throughout.,2021-08-12,,0
RV001440,PR000142,CL00494,4,,2023-12-02,21,false
RV001441,PR000257,CL00305,1,Missed the deadline significantly.,2023-10-22,42,false
RV001442,PR000066,CL00349,4,Delivered on time and exceeded expectations.,2024-10-18,11,True
RV001443,PR000416,CL00844,5,Outstanding quality and fast turnaround.,2023-11-08,13,True
RV001444,PR000162,CL00833,3,,2022-08-19,48,false
RV001445,PR000137,CL00215,4,Excellent communication throughout.,2023-05-31,23,True
RV001446,PR000456,CL00454,,Not as described in the proposal.,2022-06-06,16,False
RV001447,,CL00920,3,Had to redo parts of the work.,2024-04-19,35,false
RV001448,PR000553,CL00091,5,Delivered on time and exceeded expectations.,2024-04-14,18,True
RV001449,PR000274,CL00257,4,Would hire again without hesitation.,2024-09-13,34,False
RV001450,,CL00099,4,,2024-04-05,31,False
RV001451,PR000394,CL00360,3,Not as described in the proposal.,,28,0
RV001452,,CL00214,5,Outstanding quality and fast turnaround.,2021-06-29,1,1
RV001453,PR000680,CL00235,3,Quality was below expectations.,2021-12-05,36,False
RV001454,PR001069,CL00667,5,Delivered on time and exceeded expectations.,2023-04-10,21,False
RV001455,PR000378,CL00268,2,Missed the deadline significantly.,2022-12-04,33,True
RV001456,PR000977,CL00901,3,Communication was poor.,2023-05-18,11,0
RV001457,PR000329,CL00013,1,Communication was poor.,2020-08-08,3,0
RV001458,PR000981,CL00787,5,"Great work, highly recommend!",2022-02-08,8,0
RV001459,PR000492,CL00287,4,Excellent communication throughout.,2022-07-14,46,true
RV001460,PR001182,CL00226,3,Communication was poor.,2024-04-21,46,0
RV001461,PR000799,CL00596,2,Not as described in the proposal.,2023-03-04,32,1
RV001462,PR000223,CL00834,4,"Great work, highly recommend!",2022-08-29,6,0
RV001463,PR001046,CL00006,5,Excellent communication throughout.,2024-11-12,7,0
RV001464,PR000534,CL00506,4,Delivered on time and exceeded expectations.,2022-07-01,27,0
RV001465,PR000561,CL00232,1,Quality was below expectations.,2022-12-26,23,1
RV001466,PR000619,CL00112,3,Quality was below expectations.,2022-10-13,13,1
RV001467,PR000614,CL00459,1,Communication was poor.,2022-05-02,27,true
RV001468,PR001123,CL00265,2,Not as described in the proposal.,2024-10-02,37,False
RV001469,PR000307,CL00294,2,Had to redo parts of the work.,2023-11-12,48,0
RV001470,PR000098,CL00083,2,Not as described in the proposal.,2020-11-20,44,true
RV001471,PR000918,CL00205,4,Would hire again without hesitation.,2023-05-13,6,true
RV001472,PR000235,CL00511,2,Not as described in the proposal.,2022-08-16,29,0
RV001473,PR000468,CL00976,5,Excellent communication throughout.,2024-03-10,4,1
RV001474,PR001095,CL00296,1,,2021-02-06,28,true
RV001475,PR000344,CL00863,5,Outstanding quality and fast turnaround.,2024-03-24,13,True
RV001476,PR000102,CL00230,3,Missed the deadline significantly.,,19,1
RV001477,PR000523,CL00368,1,Not as described in the proposal.,2021-04-05,40,False
RV001478,PR000467,CL00009,3,Missed the deadline significantly.,2020-09-16,43,0
RV001479,PR000920,CL00048,2,Quality was below expectations.,2022-03-22,33,true
RV001480,PR001026,CL00408,5,Would hire again without hesitation.,2023-03-27,26,1
RV001481,PR000579,CL00289,2,,2020-11-12,41,false
RV001482,PR000803,CL00401,2,Quality was below expectations.,2021-09-06,7,1
RV001483,PR001094,CL00865,3,Not as described in the proposal.,2023-01-18,46,true
RV001484,PR000092,CL00422,1,Not as described in the proposal.,2023-08-09,15,1
RV001485,PR000722,CL00433,1,Had to redo parts of the work.,2021-02-06,50,1
RV001486,PR000281,CL00221,4,,2024-09-17,4,1
RV001487,PR000258,CL00948,1,Missed the deadline significantly.,2021-10-21,46,0
RV001488,PR000585,CL00461,2,,2022-08-14,5,1
RV001489,PR001103,CL00413,1,Missed the deadline significantly.,2022-12-22,26,true
RV001490,PR000890,CL00401,4,Outstanding quality and fast turnaround.,2024-08-13,13,False
RV001491,PR000288,CL00992,2,Quality was below expectations.,2020-09-28,47,1
RV001492,PR000381,CL00577,3,Had to redo parts of the work.,2024-01-08,48,False
RV001493,PR000917,CL00507,5,Excellent communication throughout.,2024-08-04,5,False
RV001494,PR000266,CL00455,,Had to redo parts of the work.,2020-10-18,,1
RV001495,PR000102,CL00654,4,Delivered on time and exceeded expectations.,2024-05-16,34,false
RV001496,PR000640,CL00575,5,"Great work, highly recommend!",2021-03-30,45,False
RV001497,PR000482,CL00995,4,"Great work, highly recommend!",2024-08-09,3,0
RV001498,PR000591,CL00738,4,"Great work, highly recommend!",2020-11-26,0,1
RV001499,PR000310,CL00242,5,Outstanding quality and fast turnaround.,2021-06-13,45,true
RV001500,PR001071,CL00043,2,Not as described in the proposal.,2024-01-11,33,True
RV001501,PR000471,CL00870,2,Communication was poor.,2024-01-31,28,True
RV001502,PR000633,CL00209,1,Communication was poor.,2023-04-09,15,False
RV001503,PR000615,CL00270,4,Delivered on time and exceeded expectations.,2023-03-24,8,0
RV001504,PR000114,CL00612,3,,2022-11-17,47,1
RV001505,PR000359,CL00029,2,Communication was poor.,2022-02-26,2,0
RV001506,PR000218,CL00860,4,"Great work, highly recommend!",2024-09-09,29,false
RV001507,PR001106,CL00438,1,Quality was below expectations.,2024-04-13,26,True
RV001508,PR001009,CL00972,5,Excellent communication throughout.,2023-12-09,,0
RV001509,PR000705,CL00353,2,Not as described in the proposal.,2021-08-08,20,true
RV001510,PR001035,CL00427,1,Communication was poor.,2022-02-25,1,True
RV001511,PR000685,CL00015,1,Missed the deadline significantly.,2023-01-29,30,True
RV001512,PR000902,CL00396,4,Outstanding quality and fast turnaround.,2022-04-10,16,False
RV001513,PR000394,CL00076,1,Had to redo parts of the work.,,9,False
RV001514,PR000286,CL00318,1,Communication was poor.,2022-11-12,3,1
RV001515,PR001040,CL00103,1,Communication was poor.,2021-11-23,45,True
RV001516,PR001031,CL00464,3,Communication was poor.,2022-05-10,12,True
RV001517,PR000033,CL00941,1,Missed the deadline significantly.,2024-02-25,23,true
RV001518,PR000007,CL00370,4,"Great work, highly recommend!",2021-02-12,38,true
RV001519,PR001167,CL00958,3,Quality was below expectations.,2024-10-02,39,0
RV001520,PR000723,CL00061,5,"Great work, highly recommend!",2022-04-30,1,1
RV001521,PR001016,CL00609,5,Delivered on time and exceeded expectations.,2024-04-26,47,true
RV001522,PR000387,CL00117,5,,2020-12-21,2,1
RV001523,PR000463,CL00808,1,Had to redo parts of the work.,2022-12-09,6,1
RV001524,PR000452,CL00622,4,Delivered on time and exceeded expectations.,2021-10-08,23,False
RV001525,PR000951,CL00336,3,Not as described in the proposal.,2021-07-19,50,0
RV001526,PR000048,CL00588,1,Communication was poor.,2020-08-07,5,true
RV001527,PR000093,CL00274,,Would hire again without hesitation.,2023-01-25,41,0
RV001528,PR000535,CL00575,2,,2022-05-11,27,True
RV001529,PR001199,CL00075,5,Outstanding quality and fast turnaround.,2024-05-23,18,0
RV001530,PR000383,CL00860,5,Would hire again without hesitation.,2022-10-01,,true
RV001531,PR000752,CL00833,4,Outstanding quality and fast turnaround.,2020-06-12,0,true
RV001532,PR001138,CL00850,5,Very professional and skilled.,2023-07-27,14,false
RV001533,PR000423,CL00147,3,Missed the deadline significantly.,2023-12-14,6,True
RV001534,PR000186,CL00383,3,Had to redo parts of the work.,2020-06-26,26,true
RV001535,PR000590,CL00949,1,Had to redo parts of the work.,2022-04-15,,1
RV001536,PR000470,CL00100,5,Very professional and skilled.,2023-12-23,37,0
RV001537,PR000060,CL00390,2,Quality was below expectations.,2023-02-18,27,false
RV001538,PR001113,CL00171,1,Quality was below expectations.,2021-08-03,30,1
RV001539,PR000288,CL00362,3,Quality was below expectations.,2020-07-29,35,False
RV001540,PR000508,CL00664,5,"Great work, highly recommend!",2020-12-21,47,True
RV001541,PR001058,CL00652,2,Not as described in the proposal.,2023-01-27,36,true
RV001542,PR000187,CL00889,1,Had to redo parts of the work.,2024-06-18,4,false
RV001543,PR000444,CL00254,4,Excellent communication throughout.,2021-06-23,48,0
RV001544,PR000596,CL00900,1,Had to redo parts of the work.,2021-11-26,,false
RV001545,PR001157,CL00425,2,Communication was poor.,2023-11-20,40,1
RV001545,PR001157,CL00425,2,Communication was poor.,2023-11-20,40,1
RV001546,PR000370,CL00464,4,Would hire again without hesitation.,2021-12-22,38,true
RV001546,PR000370,CL00464,4,Would hire again without hesitation.,2021-12-22,38,true
RV001547,PR000880,CL00818,2,Quality was below expectations.,2023-01-29,14,False
RV001548,PR000808,CL00060,4,Delivered on time and exceeded expectations.,2020-10-01,16,1
RV001549,PR000804,CL00414,2,Had to redo parts of the work.,2020-10-14,16,1
RV001550,PR000806,CL00017,3,Quality was below expectations.,2021-03-22,32,true
RV001551,PR000434,CL00969,5,Very professional and skilled.,2021-07-22,50,False
RV001552,PR000689,CL00333,2,Had to redo parts of the work.,2024-11-26,26,True
RV001553,PR001104,CL00063,2,Not as described in the proposal.,2022-09-17,24,False
RV001554,PR000247,CL00459,4,"Great work, highly recommend!",2024-01-21,31,False
RV001554,PR000247,CL00459,4,"Great work, highly recommend!",2024-01-21,31,False
RV001555,PR000574,CL00397,2,Not as described in the proposal.,2022-11-24,27,false
RV001556,PR000560,CL00772,4,,2024-02-09,37,False
RV001557,PR000443,CL00486,5,Outstanding quality and fast turnaround.,2023-09-05,26,False
RV001558,PR001032,CL00394,5,Would hire again without hesitation.,2024-08-22,28,0
RV001559,PR000099,CL00308,5,Excellent communication throughout.,2023-01-03,,true
RV001560,PR000535,CL00874,5,Outstanding quality and fast turnaround.,2021-05-02,26,0
RV001561,PR000084,CL00553,5,Outstanding quality and fast turnaround.,2021-02-27,27,false
RV001562,PR000876,CL00382,4,"Great work, highly recommend!",,28,True
RV001563,PR001145,CL00513,2,Had to redo parts of the work.,2023-04-12,9,0
RV001564,PR000961,CL00943,4,Outstanding quality and fast turnaround.,2023-02-15,25,1
RV001565,PR000849,CL00909,4,Delivered on time and exceeded expectations.,2022-10-22,,False
RV001566,PR000368,CL00996,3,Had to redo parts of the work.,2022-08-04,23,false
RV001567,PR000376,CL00306,3,Not as described in the proposal.,2023-03-17,48,False
RV001568,PR001070,CL00192,5,"Great work, highly recommend!",2023-08-28,49,1
RV001569,PR000911,CL00859,3,Communication was poor.,2021-05-10,43,false
RV001570,PR000660,CL00137,2,Had to redo parts of the work.,2020-09-07,9,false
RV001571,PR000515,CL00960,1,Not as described in the proposal.,2023-03-24,14,True
RV001572,PR000095,CL00482,6,"Great work, highly recommend!",2022-12-05,,0
RV001573,PR000881,CL00140,2,Quality was below expectations.,,19,true
RV001574,PR000823,CL00916,,Missed the deadline significantly.,2021-03-30,6,False
RV001575,PR000825,CL00321,3,Communication was poor.,2021-04-23,39,false
RV001576,PR000663,CL00418,10,Very professional and skilled.,2024-02-01,31,0
RV001577,PR000393,CL00876,,Quality was below expectations.,2022-01-09,32,true
RV001578,PR001183,CL00597,4,,2020-08-20,46,True
RV001579,PR000264,CL00311,4,Outstanding quality and fast turnaround.,2020-10-25,42,false
RV001580,PR000111,CL00541,4,"Great work, highly recommend!",2024-05-25,6,false
RV001581,PR000992,CL00688,1,Missed the deadline significantly.,2022-04-20,32,1
RV001582,PR000516,CL00056,5,Very professional and skilled.,2022-12-12,50,False
RV001583,PR000007,CL00977,3,Had to redo parts of the work.,2020-12-03,41,true
RV001584,PR000253,CL00211,3,Missed the deadline significantly.,2024-09-16,44,1
RV001585,PR000747,CL00195,2,Had to redo parts of the work.,2024-04-27,39,False
RV001586,PR000131,CL00480,4,Delivered on time and exceeded expectations.,2024-01-12,20,0
RV001587,PR000683,CL00886,1,Quality was below expectations.,2022-12-22,37,False
RV001588,PR000971,CL00050,4,Delivered on time and exceeded expectations.,2021-01-20,2,false
RV001589,PR000555,CL00278,4,Very professional and skilled.,2021-04-16,16,False
RV001590,PR000012,CL00951,1,Not as described in the proposal.,2024-11-03,39,True
RV001591,PR000297,CL00032,2,Missed the deadline significantly.,2021-07-29,32,True
RV001592,PR000612,CL00193,4,Delivered on time and exceeded expectations.,2021-03-13,7,0
RV001593,PR000299,CL00512,3,Had to redo parts of the work.,2022-04-14,2,False
RV001594,PR000871,CL00835,3,Had to redo parts of the work.,2023-06-01,47,1
RV001595,PR000837,CL00162,3,Not as described in the proposal.,2022-03-14,13,True
RV001596,PR000801,CL00455,5,"Great work, highly recommend!",2024-04-03,8,0
RV001597,PR001065,CL00565,3,Quality was below expectations.,2021-05-12,39,0
RV001598,PR000594,CL00268,1,Not as described in the proposal.,2023-03-24,40,True
RV001599,PR000104,CL00528,5,Would hire again without hesitation.,2024-10-24,39,1
RV001600,,CL00808,1,Missed the deadline significantly.,2022-08-20,23,True
RV001601,PR000272,CL00019,5,,2023-05-15,29,True
RV001602,,CL00993,3,Had to redo parts of the work.,2021-09-14,29,true
RV001603,PR001011,CL00104,3,Had to redo parts of the work.,2021-09-23,6,False
RV001604,PR000510,CL00522,3,Missed the deadline significantly.,2023-05-02,5,false
RV001605,PR000281,CL00782,1,Communication was poor.,2020-11-28,32,True
RV001606,PR000612,CL00073,1,Missed the deadline significantly.,2020-07-08,15,false
RV001607,PR001003,CL00963,5,Very professional and skilled.,,12,False
RV001608,PR000082,CL00010,2,Missed the deadline significantly.,2024-03-14,28,false
RV001609,PR000421,CL00281,3,Missed the deadline significantly.,2021-07-15,1,True
RV001610,PR001084,CL00450,5,Would hire again without hesitation.,2022-10-19,32,False
RV001611,PR000423,CL00536,2,Communication was poor.,2020-08-11,37,0
RV001612,PR001076,CL00390,1,Missed the deadline significantly.,2020-10-16,45,0
RV001613,PR000266,CL00237,4,Very professional and skilled.,2023-01-02,21,1
RV001614,PR000360,CL00421,3,Communication was poor.,2023-12-18,42,false
RV001615,PR000305,CL00606,2,Quality was below expectations.,2021-11-06,15,true
RV001616,PR000806,CL00296,4,Would hire again without hesitation.,2024-04-04,9,true
RV001617,PR000056,CL00537,4,Very professional and skilled.,2023-11-17,6,False
RV001618,PR001070,CL00574,1,Had to redo parts of the work.,2021-04-16,38,false
RV001619,PR000614,CL00112,1,Had to redo parts of the work.,2022-01-30,9,false
RV001620,,CL00165,1,Had to redo parts of the work.,2024-06-12,0,true
RV001621,PR000447,CL00775,2,Had to redo parts of the work.,2023-11-16,50,False
RV001622,PR000987,CL00181,2,Not as described in the proposal.,2022-02-15,44,1
RV001623,PR000845,CL00517,1,Quality was below expectations.,2021-03-01,45,1
RV001624,PR001162,CL00862,3,Missed the deadline significantly.,2024-02-10,35,false
RV001625,PR000185,CL00484,3,Communication was poor.,2020-08-15,25,true
RV001626,PR000062,CL00965,2,Had to redo parts of the work.,2021-12-18,40,0
RV001627,PR001097,CL00027,3,Quality was below expectations.,2020-10-21,46,false
RV001628,PR000614,CL00969,4,"Great work, highly recommend!",2020-06-16,9,False
RV001629,PR001007,CL00690,4,Very professional and skilled.,2022-07-01,21,0
RV001630,PR000414,CL00070,2,Communication was poor.,2022-06-19,36,False
RV001631,PR000726,CL00880,,Missed the deadline significantly.,2021-03-10,20,0
RV001632,PR000045,CL00383,4,,2024-09-12,10,False
RV001633,PR001032,CL00167,5,Very professional and skilled.,2023-12-05,7,1
RV001634,PR000825,CL00624,1,Not as described in the proposal.,2021-04-26,5,1
RV001635,PR000717,CL00847,5,Excellent communication throughout.,2024-02-16,43,0
RV001636,PR000787,CL00226,1,Communication was poor.,2022-03-10,12,0
RV001637,PR000108,CL00477,2,Communication was poor.,2022-10-30,27,True
RV001638,PR000674,CL00916,4,,2023-07-27,19,true
RV001639,PR001011,CL00750,4,Would hire again without hesitation.,2020-07-27,39,True
RV001640,,CL00300,4,Delivered on time and exceeded expectations.,2021-09-09,31,0
RV001641,PR001017,CL00438,1,Communication was poor.,2023-09-17,23,False
RV001642,PR000599,CL00933,4,Delivered on time and exceeded expectations.,2022-03-06,27,true
RV001643,PR001142,CL00846,9,Would hire again without hesitation.,2023-05-07,22,0
RV001644,PR000931,CL00735,1,Had to redo parts of the work.,2022-05-03,33,false
RV001645,PR000044,CL00894,2,Missed the deadline significantly.,2021-04-27,40,true
RV001646,PR001023,CL00475,5,Would hire again without hesitation.,2022-12-11,18,false
RV001647,PR000165,CL00273,,Outstanding quality and fast turnaround.,2022-05-31,40,0
RV001648,PR000233,CL00224,4,Excellent communication throughout.,2022-03-10,3,True
RV001649,PR000785,CL00636,2,Quality was below expectations.,2022-11-05,29,1
RV001650,PR000490,CL00999,2,,2022-07-17,33,False
RV001651,PR001025,CL00485,2,Quality was below expectations.,2020-09-03,7,false
RV001652,PR000618,CL00634,4,Outstanding quality and fast turnaround.,2020-07-01,47,0
RV001653,PR000161,CL00500,4,"Great work, highly recommend!",2021-12-17,44,true
RV001654,,CL00336,2,Not as described in the proposal.,2020-09-11,34,true
RV001655,PR000308,CL00019,2,Communication was poor.,2024-07-23,39,0
RV001656,PR000237,CL00520,2,,2023-12-30,,false
RV001657,PR001126,CL00029,2,Had to redo parts of the work.,2020-10-17,30,True
RV001658,PR001143,CL00128,4,"Great work, highly recommend!",2023-11-03,2,0
RV001659,PR000463,CL00553,,Outstanding quality and fast turnaround.,2022-06-18,26,true
RV001660,PR000209,CL00168,4,"Great work, highly recommend!",2024-11-22,4,False
RV001661,PR000043,CL00949,3,Not as described in the proposal.,2020-07-21,35,true
RV001662,PR000148,CL00772,4,Very professional and skilled.,2020-06-13,47,0
RV001663,PR000426,CL00995,3,Had to redo parts of the work.,2024-11-21,5,1
RV001664,PR000180,CL00636,2,Not as described in the proposal.,2023-09-09,24,False
RV001665,,CL00570,5,Very professional and skilled.,2024-05-17,44,True
RV001666,PR000460,CL00064,5,Outstanding quality and fast turnaround.,2021-08-13,25,false
RV001667,PR000169,CL00799,2,Not as described in the proposal.,2020-06-21,3,False
RV001668,PR000228,CL00360,5,Delivered on time and exceeded expectations.,2022-11-16,6,false
RV001669,PR000049,CL00099,5,Would hire again without hesitation.,2022-03-02,40,False
RV001670,PR001199,CL00270,,Had to redo parts of the work.,2021-11-04,5,1
RV001671,PR000263,CL00718,5,Very professional and skilled.,2023-03-02,12,1
RV001672,PR000692,CL00825,1,Had to redo parts of the work.,2022-01-25,22,True
RV001673,PR000158,CL00566,1,Had to redo parts of the work.,2023-05-16,0,True
RV001674,PR000459,CL00154,3,Missed the deadline significantly.,2022-11-23,44,false
RV001675,PR000458,CL00192,5,,2024-09-17,50,0
RV001676,PR000322,CL00590,3,Missed the deadline significantly.,2024-05-21,4,False
RV001677,PR000467,CL00074,2,Had to redo parts of the work.,2024-05-09,,False
RV001678,PR000163,CL00017,7,,2022-10-04,,1
RV001679,PR000464,CL00852,5,Excellent communication throughout.,2021-09-30,15,0
RV001680,PR001058,CL00237,2,Quality was below expectations.,2020-09-18,33,False
RV001681,PR000945,CL00238,1,Not as described in the proposal.,2022-02-10,47,True
RV001682,PR000992,CL00162,4,Outstanding quality and fast turnaround.,,29,true
RV001683,PR000504,CL00193,5,Excellent communication throughout.,2023-11-18,14,0
RV001684,PR000535,CL00597,3,Quality was below expectations.,2024-05-01,13,True
RV001685,PR001140,CL00066,,Quality was below expectations.,2024-11-10,6,True
RV001686,PR000928,CL00617,3,Not as described in the proposal.,2021-10-12,43,0
RV001686,PR000928,CL00617,3,Not as described in the proposal.,2021-10-12,43,0
RV001687,PR000919,CL00508,3,Not as described in the proposal.,2021-10-27,35,false
RV001688,PR001100,CL00537,2,Missed the deadline significantly.,,42,false
RV001689,PR001066,CL00292,4,Delivered on time and exceeded expectations.,2021-11-06,35,0
RV001690,PR000151,CL00020,5,Excellent communication throughout.,2021-01-22,38,true
RV001691,PR000371,CL00436,1,Not as described in the proposal.,,30,1
RV001692,PR000601,CL00419,3,Missed the deadline significantly.,2021-04-27,3,0
RV001693,PR000999,CL00491,5,Outstanding quality and fast turnaround.,2020-07-21,13,true
RV001694,PR000675,CL00232,3,Had to redo parts of the work.,2021-01-19,23,False
RV001695,PR000376,CL00127,5,Would hire again without hesitation.,2021-08-24,42,false
RV001696,PR000324,CL00510,3,Not as described in the proposal.,2021-09-15,9,True
RV001697,PR000872,CL00224,3,Quality was below expectations.,2022-05-29,1,true
RV001698,PR000823,CL00864,3,Not as described in the proposal.,2024-04-21,37,False
RV001699,PR000331,CL00890,4,"Great work, highly recommend!",2023-09-05,42,false
RV001700,,CL00169,,,2024-07-02,27,true
RV001701,PR000337,CL00418,5,,2022-10-27,4,False
RV001702,PR000884,CL00341,1,,2024-04-14,47,1
RV001703,PR000096,CL00037,4,Would hire again without hesitation.,2023-02-25,29,True
RV001704,PR000374,CL00878,5,Delivered on time and exceeded expectations.,2022-03-03,,False
RV001705,PR000301,CL00674,1,Missed the deadline significantly.,2023-03-17,11,1
RV001706,,CL00465,3,,2020-10-30,33,false
RV001707,PR001178,CL00144,1,Missed the deadline significantly.,2024-05-21,29,0
RV001708,PR000828,CL00203,5,Excellent communication throughout.,2022-04-21,9,true
RV001709,PR000422,CL00960,,"Great work, highly recommend!",2021-07-31,6,false
RV001710,PR000311,CL00661,2,Quality was below expectations.,2022-06-20,40,1
RV001711,PR000008,CL00053,2,Missed the deadline significantly.,2023-09-17,46,True
RV001712,PR000713,CL00046,4,Outstanding quality and fast turnaround.,2024-01-25,42,false
RV001713,PR000167,CL00360,3,Quality was below expectations.,2021-10-04,43,0
RV001714,PR000829,CL00802,1,Missed the deadline significantly.,2023-11-04,5,false
RV001715,PR000464,CL00099,1,Not as described in the proposal.,2022-06-26,,true
RV001716,PR000823,CL00577,1,Not as described in the proposal.,2023-07-06,24,1
RV001717,PR000947,CL00252,4,,2024-09-10,44,False
RV001718,,CL00441,6,Excellent communication throughout.,2022-06-02,6,True
RV001719,PR000380,CL00192,,Communication was poor.,2021-08-30,5,1
RV001720,PR000949,CL00114,5,Very professional and skilled.,2023-01-29,2,false
RV001721,PR001010,CL00514,2,Had to redo parts of the work.,2022-08-09,37,0
RV001722,PR000745,CL00890,2,Not as described in the proposal.,2022-03-20,7,True
RV001723,PR000509,CL00505,1,Missed the deadline significantly.,2022-01-13,32,false
RV001724,PR000873,CL00158,1,Missed the deadline significantly.,2022-02-02,43,False
RV001725,PR001018,CL00104,4,"Great work, highly recommend!",2023-08-20,0,False
RV001726,,CL00329,3,Quality was below expectations.,2022-05-13,38,False
RV001727,PR000521,CL00363,5,Delivered on time and exceeded expectations.,2020-10-05,3,1
RV001728,PR000631,CL00269,2,Missed the deadline significantly.,2022-12-25,11,1
RV001729,PR000493,CL00557,4,,2023-08-24,,true
RV001730,,CL00369,3,Not as described in the proposal.,2022-08-06,39,false
